thr,precision,recall,f1,brier
0.26,0.45,0.8181818181818182,0.5806451612903226,0.19035818181818184
0.4,0.5666666666666667,0.7727272727272727,0.6538461538461539,0.19035818181818184
0.5,0.6521739130434783,0.6818181818181818,0.6666666666666666,0.19035818181818184
