pred,obs
0.15902985209235204,0.0
0.24103194028194028,0.5
0.2825744897463648,0.0
0.2909294091325342,0.0
0.3828994633838382,0.5
0.42050021853146835,0.5
0.50313755515318,0.0
0.5834745670995672,0.5
0.664402867965368,0.5
0.7589120237401488,1.0
