pred,obs
0.2115789592352093,0.5
0.37253038974913977,0.0
0.3782416125541123,1.0
0.3875573142135641,0.0
0.5684798881673883,0.0
0.6224884282384283,0.0
0.7098528589466091,1.0
0.7196604888167392,1.0
0.7498479888167391,1.0
0.7981683351370847,1.0
