thr,precision,recall,f1,specificity,brier
0.26,0.42857142857142855,0.8181818181818182,0.5625,0.2727272727272727,0.19826214334617953
0.4,0.5555555555555556,0.6818181818181818,0.6122448979591836,0.6363636363636364,0.19826214334617953
0.5,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.696969696969697,0.19826214334617953
