pred,obs
0.15551942155067158,0.25
0.2085467021404522,0.3333333333333333
0.2605469331016206,0.5
0.300810412966663,0.0
0.36291305482711733,0.25
0.5001278293465793,0.0
0.575041664354164,0.6666666666666666
0.635784873112998,0.5
0.7403879870129871,0.6666666666666666
0.8071375898407146,1.0
