pred,obs
0.12840496222527478,0.0
0.2157873255217005,0.5
0.256040975517538,0.25
0.288624244967995,0.0
0.3243135969932845,0.0
0.43116223533411024,0.5
0.5293371339308838,0.0
0.5895230411949162,0.75
0.6774316716269841,0.5
0.807136395722333,1.0
